"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"cod_bloco_predio";"bloco_predio";"cod_ambiente_fisico";"ambiente_fisico";"tipo_ambiente";"funcao_origem";"funcao_utilizacao";"ambiente_fisico_descricao";"ambiente_fisico_area_m2"
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.853;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.854;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.855;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.856;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.857;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.858;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.859;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.860;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.861;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.862;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.863;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.864;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.865;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
3;CRE - Plano Piloto e Cruzeiro;272;CENTRO DE ENSINO MÉDIO SETOR OESTE;pública;255;A;42.866;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.668;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.669;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.670;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.671;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.672;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.673;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.674;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.675;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.676;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.677;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.678;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.679;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.694;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.695;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.696;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.697;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.698;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.699;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.700;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.701;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.702;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.703;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.704;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
13;CRE - Paranoá;127;Centro de Ensino Fundamental 02 do Paranoá;pública;1.245;C;60.136;Sala 06;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"11;49"
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.705;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.706;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.707;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.708;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.709;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.710;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.711;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.712;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.713;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.714;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
13;CRE - Paranoá;127;Centro de Ensino Fundamental 02 do Paranoá;pública;1.245;C;60.137;Sala 07;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"11;49"
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.715;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.716;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.717;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.718;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.719;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.720;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.721;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.722;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.723;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.724;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.725;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.726;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.727;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.728;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.729;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.730;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.731;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.732;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.733;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.734;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.735;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.736;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.737;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.738;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;148;CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS;pública;721;B;42.739;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.343;Sala 21;ADM/SERVIÇOS;SALA DE SERVIDORES;SALA DE SERVIDORES;;"12;71"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.344;Sala 34;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"8;31"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.345;Sala 27;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"8;12"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.346;Sala 22;ADM/SERVIÇOS;LABORATÓRIO DE QUÍMICA;LABORATÓRIO DE QUÍMICA;;"51;77"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.347;Sala 33;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"23;55"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.348;Sala 32;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"23;55"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.349;Sala 31;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"1;41"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.350;Sala 30;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;72
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.351;Sala 29;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;72
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.352;Sala 28;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"5;03"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.353;Sala 26;ADM/SERVIÇOS;VESTIÁRIO;VESTIÁRIO;;17
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.354;Sala 25;ADM/SERVIÇOS;VESTIÁRIO;VESTIÁRIO;;17
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.355;Sala 24;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"6;26"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.356;Sala 23;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"6;26"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.357;Sala 04;ADM/SERVIÇOS;MECANOGRAFIA/REPROGRAFIA;MECANOGRAFIA/REPROGRAFIA;;"1;38"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.358;Sala 20;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"16;57"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.373;Sala 19;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"16;57"
13;CRE - Paranoá;606;Centro de Ensino Fundamental 03 do Paranoá;pública;2.725;T;40.374;Sala 35;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"8;31"
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.482;Sala 26;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;6
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.491;Sala 02;ADM/SERVIÇOS;SALA DE AULA;LABORATÓRIO DE CIÊNCIAS;;47
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.492;Sala 24;ADM/SERVIÇOS;SALA DE PROFESSORES;SALA DE PROFESSORES;;45
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.493;Sala 25;ADM/SERVIÇOS;COPA;COPA;;9
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.494;Sala 23;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;6
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.495;Sala 22;ADAPTADO;SALA ESPECIAL;SALA ESPECIAL;;22
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.496;Sala 21;ADM/SERVIÇOS;ASSISTÊNCIA;ASSISTÊNCIA;;10
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.498;Sala 05;PRÓPRIO;LABORATÓRIO DE INFORMÁTICA;LABORATÓRIO DE INFORMÁTICA;;68
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.499;Sala 19;ADM/SERVIÇOS;DIREÇÃO;DIREÇÃO;;10
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.503;Sala 15;ADM/SERVIÇOS;SALA DE MÚLTIPLAS FUNÇÕES;SALA DE MÚLTIPLAS FUNÇÕES;;92
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.505;Sala 06;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;22
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.506;Sala 13;ADM/SERVIÇOS;COZINHA;COZINHA;;45
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.511;Sala 08;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;22
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.512;Sala 07;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;22
15;CRE - São Sebastião;629;CENTRO EDUCACIONAL SÃO BARTOLOMEU;pública;2.733;T;40.513;Sala 09;ADM/SERVIÇOS;ÁREA DE SERVIÇO;ÁREA DE SERVIÇO;;10
